,code,nameTh,nameEn,cc,aa,tt
8703,80120000,ปากพนัง,Pak Phanang,80,12,00
8704,80120100,ปากพนัง,Pak Phanang,80,12,01
8705,80120200,คลองน้อย,Khlong Noi,80,12,02
8706,80120300,ป่าระกำ,Pa Rakam,80,12,03
8707,80120400,ชะเมา,Chamao,80,12,04
8708,80120500,คลองกระบือ,Khlong Krabue,80,12,05
8709,80120600,เกาะทวด,Ko Thuat,80,12,06
8710,80120700,บ้านใหม่,Ban Mai,80,12,07
8711,80120800,หูล่อง,Hu Long,80,12,08
8712,80120900,แหลมตะลุมพุก,Laem Talumphuk,80,12,09
8713,80121000,ปากพนังฝั่งตะวันตก,Pak Phanang Fang Tawan Tok,80,12,10
8714,80121100,บางศาลา,Bang Sala,80,12,11
8715,80121200,บางพระ,Bang Phra,80,12,12
8716,80121300,บางตะพง,Bang Taphong,80,12,13
8717,80121400,ปากพนังฝั่งตะวันออก,Pak Phanang Fang Tawan Ok,80,12,14
8718,80121500,บ้านเพิง,Ban Phoeng,80,12,15
8719,80121600,ท่าพยา,Tha Phaya,80,12,16
8720,80121700,ปากแพรก,Pak Phraek,80,12,17
8721,80121800,ขนาบนาก,Khanap Nak,80,12,18
8722,80130000,ร่อนพิบูลย์,Ron Phibun,80,13,00
8723,80130100,ร่อนพิบูลย์,Ron Phibun,80,13,01
8724,80130200,หินตก,Hin Tok,80,13,02
8725,80130300,เสาธง,Sao Thong,80,13,03
8726,80130400,ควนเกย,Khuan Koei,80,13,04
8727,80130500,ควนพัง,Khuan Phang,80,13,05
8728,80130600,ควนชุม,Khuan Chum,80,13,06
8734,80140000,สิชล,Sichon,80,14,00
8735,80140100,สิชล,Sichon,80,14,01
8736,80140200,ทุ่งปรัง,Thung Prang,80,14,02
8737,80140300,ฉลอง,Chalong,80,14,03
8738,80140400,เสาเภา,Sao Phao,80,14,04
8739,80140500,เปลี่ยน,Plian,80,14,05
8740,80140600,สี่ขีด,Si Khit,80,14,06
8741,80140700,เทพราช,Theppharat,80,14,07
8742,80140800,เขาน้อย,Khao Noi,80,14,08
8743,80140900,ทุ่งใส,Thung Sai,80,14,09
8744,80150000,ขนอม,Khanom,80,15,00
8745,80150100,ขนอม,Khanom,80,15,01
8746,80150200,ควนทอง,Khuan Thong,80,15,02
8747,80150300,ท้องเนียน,Thong Nian,80,15,03
8748,80160000,หัวไทร,Hua Sai,80,16,00
8749,80160100,หัวไทร,Hua Sai,80,16,01
8750,80160200,หน้าสตน,Na Saton,80,16,02
8751,80160300,ทรายขาว,Sai Khao,80,16,03
8752,80160400,แหลม,Laem,80,16,04
8753,80160500,เขาพังไกร,Khao Phang Krai,80,16,05
8754,80160600,บ้านราม,Ban Ram,80,16,06
8755,80160700,บางนบ,Bang Nop,80,16,07
8756,80160800,ท่าซอม,Tha Som,80,16,08
8757,80160900,ควนชะลิก,Khuan Chalik,80,16,09
8758,80161000,รามแก้ว,Ram Kaeo,80,16,10
8759,80161100,เกาะเพชร,Ko Phet,80,16,11
8760,80170000,บางขัน,Bang Khan,80,17,00
8761,80170100,บางขัน,Bang Khan,80,17,01
8762,80170200,บ้านลำนาว,Ban Lam Nao,80,17,02
8763,80170300,วังหิน,Wang Hin,80,17,03
8764,80170400,บ้านนิคม,Ban Nikhom,80,17,04
8765,80180000,ถ้ำพรรณรา,Tham Phannara,80,18,00
8766,80180100,ถ้ำพรรณรา,Tham Phannara,80,18,01
8767,80180200,คลองเส,Khlong Se,80,18,02
8768,80180300,ดุสิต,Dusit,80,18,03
8769,80190000,จุฬาภรณ์,Chulabhorn,80,19,00
8770,80190100,บ้านควนมุด,Ban Khuan Mut,80,19,01
8771,80190200,บ้านชะอวด,Ban Cha-uat,80,19,02
8772,80190300,ควนหนองคว้า,Khuan Nong Khwa,80,19,03
8773,80190400,ทุ่งโพธิ์,Thung Pho,80,19,04
8774,80190500,นาหมอบุญ,Na Mo Bun,80,19,05
8775,80190600,สามตำบล,Sam Tambon,80,19,06
8776,80200000,พระพรหม,Phra Phrom,80,20,00
8777,80200100,นาพรุ,Na Phru,80,20,01
8778,80200200,นาสาร,Na San,80,20,02
8779,80200300,ท้ายสำเภา,Thai Samphao,80,20,03
8780,80200400,ช้างซ้าย,Chang Sai,80,20,04
8781,80210000,นบพิตำ,Nopphitam,80,21,00
8782,80210100,นบพิตำ,Nopphitam,80,21,01
8783,80210200,กรุงชิง,Krung Ching,80,21,02
8784,80210300,กะหรอ,Karo,80,21,03
8785,80210400,นาเหรง,Na Reng,80,21,04
8786,80220000,ช้างกลาง,Chang Klang,80,22,00
8787,80220100,ช้างกลาง,Chang Klang,80,22,01
8788,80220200,หลักช้าง,Lak Chang,80,22,02
8789,80220300,สวนขัน,Suan Khan,80,22,03
8790,80230000,เฉลิมพระเกียรติ,Chaloem Phra Kiat,80,23,00
8791,80230100,เชียรเขา,Chian Khao,80,23,01
8792,80230200,ดอนตรอ,Don Tro,80,23,02
8793,80230300,สวนหลวง,Suan Luang,80,23,03
8794,80230400,ทางพูน,Thang Phun,80,23,04
8800,81000000,กระบี่,Krabi,81,00,00
8801,81010000,เมืองกระบี่,Mueang Krabi,81,01,00
8802,81010100,ปากน้ำ,Pak Nam,81,01,01
8803,81010200,กระบี่ใหญ่,Krabi Yai,81,01,02
8804,81010300,กระบี่น้อย,Krabi Noi,81,01,03
8806,81010500,เขาคราม,Khao Khram,81,01,05
8807,81010600,เขาทอง,Khao Thong,81,01,06
8812,81011100,ทับปริก,Thap Prik,81,01,11
8816,81011500,ไสไทย,Sai Thai,81,01,15
8817,81011600,อ่าวนาง,Ao Nang,81,01,16
8818,81011700,หนองทะเล,Nong Thale,81,01,17
8819,81011800,คลองประสงค์,Khlong Prasong,81,01,18
8828,81020000,เขาพนม,Khao Phanom,81,02,00
8829,81020100,เขาพนม,Khao Phanom,81,02,01
8830,81020200,เขาดิน,Khao Din,81,02,02
8831,81020300,สินปุน,Sinpun,81,02,03
8832,81020400,พรุเตียว,Phru Tiao,81,02,04
8833,81020500,หน้าเขา,Na Khao,81,02,05
8834,81020600,โคกหาร,Khok Han,81,02,06
8835,81030000,เกาะลันตา,Ko Lanta,81,03,00
8836,81030100,เกาะลันตาใหญ่,Ko Lanta Yai,81,03,01
8837,81030200,เกาะลันตาน้อย,Ko Lanta Noi,81,03,02
8838,81030300,เกาะกลาง,Ko Klang,81,03,03
8839,81030400,คลองยาง,Khlong Yang,81,03,04
8840,81030500,ศาลาด่าน,Sala Dan,81,03,05
8841,81040000,คลองท่อม,Khlong Thom,81,04,00
8842,81040100,คลองท่อมใต้,Khlong Thom Tai,81,04,01
8843,81040200,คลองท่อมเหนือ,Khlong Thom Nuea,81,04,02
8844,81040300,คลองพน,Khlong Phon,81,04,03
8845,81040400,ทรายขาว,Sai Khao,81,04,04
8846,81040500,ห้วยน้ำขาว,Huai Nam Khao,81,04,05
8847,81040600,พรุดินนา,Phru Din Na,81,04,06
8848,81040700,เพหลา,Phela,81,04,07
8850,81050000,อ่าวลึก,Ao Luek,81,05,00
8851,81050100,อ่าวลึกใต้,Ao Luek Tai,81,05,01
8852,81050200,แหลมสัก,Laem Sak,81,05,02
8853,81050300,นาเหนือ,Na Nuea,81,05,03
8854,81050400,คลองหิน,Khlong Hin,81,05,04
8855,81050500,อ่าวลึกน้อย,Ao Luek Noi,81,05,05
8856,81050600,อ่าวลึกเหนือ,Ao Luek Nuea,81,05,06
8857,81050700,เขาใหญ่,Khao Yai,81,05,07
8858,81050800,คลองยา,Khlong Ya,81,05,08
8859,81050900,บ้านกลาง,Ban Klang,81,05,09
8863,81060000,ปลายพระยา,Plai Phraya,81,06,00
8864,81060100,ปลายพระยา,Plai Phraya,81,06,01
8865,81060200,เขาเขน,Khao Khen,81,06,02
8866,81060300,เขาต่อ,Khao To,81,06,03
8867,81060400,คีรีวง,Khiri Wong,81,06,04
8868,81070000,ลำทับ,Lam Thap,81,07,00
8869,81070100,ลำทับ,Lam Thap,81,07,01
8870,81070200,ดินอุดม,Din Udom,81,07,02
8871,81070300,ทุ่งไทรทอง,Thung Sai Thong,81,07,03
8872,81070400,ดินแดง,Din Daeng,81,07,04
8873,81080000,เหนือคลอง,Nuea Khlong,81,08,00
8874,81080100,เหนือคลอง,Nuea Khlong,81,08,01
8875,81080200,เกาะศรีบอยา,Ko Siboya,81,08,02
8876,81080300,คลองขนาน,Khlong Khanan,81,08,03
8877,81080400,คลองเขม้า,Khlong Khamao,81,08,04
8878,81080500,โคกยาง,Khok Yang,81,08,05
8879,81080600,ตลิ่งชัน,Taling Chan,81,08,06
8880,81080700,ปกาสัย,Pakasai,81,08,07
8881,81080800,ห้วยยูง,Huai Yung,81,08,08
8882,82000000,พังงา,Phang-nga,82,00,00
8883,82010000,เมืองพังงา,Mueang Phang-nga,82,01,00
8884,82010100,ท้ายช้าง,Thai Chang,82,01,01
8885,82010200,นบปริง,Nop Pring,82,01,02
8886,82010300,ถ้ำน้ำผุด,Tham Nam Phut,82,01,03
8887,82010400,บางเตย,Bang Toei,82,01,04
8888,82010500,ตากแดด,Tak Daet,82,01,05
8889,82010600,สองแพรก,Song Phraek,82,01,06
8890,82010700,ทุ่งคาโงก,Thung Kha Ngok,82,01,07
8891,82010800,เกาะปันหยี,Ko Panyi,82,01,08
8892,82010900,ป่ากอ,Pa Ko,82,01,09
8895,82020000,เกาะยาว,Ko Yao,82,02,00
8896,82020100,เกาะยาวน้อย,Ko Yao Noi,82,02,01
8897,82020200,เกาะยาวใหญ่,Ko Yao Yai,82,02,02
8898,82020300,พรุใน,Phru Nai,82,02,03
8899,82030000,กะปง,Kapong,82,03,00
8900,82030100,กะปง,Kapong,82,03,01
8901,82030200,ท่านา,Tha Na,82,03,02
8902,82030300,เหมาะ,Mo,82,03,03
8903,82030400,เหล,Le,82,03,04
8904,82030500,รมณีย์,Rommani,82,03,05
8905,82040000,ตะกั่วทุ่ง,Takua Thung,82,04,00
8906,82040100,ถ้ำ,Tham,82,04,01
8907,82040200,กระโสม,Krasom,82,04,02
8908,82040300,กะไหล,Kalai,82,04,03
8909,82040400,ท่าอยู่,Tha Yu,82,04,04
8910,82040500,หล่อยูง,Lo Yung,82,04,05
8911,82040600,โคกกลอย,Khok Kloi,82,04,06
8912,82040700,คลองเคียน,Khlong Khian,82,04,07
8913,82050000,ตะกั่วป่า,Takua Pa,82,05,00
8914,82050100,ตะกั่วป่า,Takua Pa,82,05,01
8915,82050200,บางนายสี,Bang Na Si,82,05,02
8916,82050300,บางไทร,Bang Sai,82,05,03
8917,82050400,บางม่วง,Bang Muang,82,05,04
8918,82050500,ตำตัว,Tam Tua,82,05,05
8919,82050600,โคกเคียน,Khok Khian,82,05,06
8920,82050700,คึกคัก,Khuekkhak,82,05,07
8921,82050800,เกาะคอเขา,Ko Kho Khao,82,05,08
8922,82060000,คุระบุรี,Khura Buri,82,06,00
8923,82060100,คุระ,Khura,82,06,01
8924,82060200,บางวัน,Bang Wan,82,06,02
8925,82060300,เกาะพระทอง,Ko Phra Thong,82,06,03
8927,82060500,แม่นางขาว,Mae Nang Khao,82,06,05
8928,82070000,ทับปุด,Thap Put,82,07,00
8929,82070100,ทับปุด,Thap Put,82,07,01
8930,82070200,มะรุ่ย,Marui,82,07,02
8931,82070300,บ่อแสน,Bo Saen,82,07,03
8932,82070400,ถ้ำทองหลาง,Tham Thonglang,82,07,04
8933,82070500,โคกเจริญ,Khok Charoen,82,07,05
8934,82070600,บางเหรียง,Bang Riang,82,07,06
8935,82080000,ท้ายเหมือง,Thai Mueang,82,08,00
8936,82080100,ท้ายเหมือง,Thai Mueang,82,08,01
8937,82080200,นาเตย,Na Toei,82,08,02
8938,82080300,บางทอง,Bang Thong,82,08,03
8939,82080400,ทุ่งมะพร้าว,Thung Maphrao,82,08,04
8940,82080500,ลำภี,Lam Phi,82,08,05
8941,82080600,ลำแก่น,Lam Kaen,82,08,06
8942,83000000,ภูเก็ต,Phuket,83,00,00
8943,83010000,เมืองภูเก็ต,Mueang Phuket,83,01,00
8944,83010100,ตลาดใหญ่,Talat Yai,83,01,01
8945,83010200,ตลาดเหนือ,Talat Nuea,83,01,02
8946,83010300,เกาะแก้ว,Ko Kaeo,83,01,03
8947,83010400,รัษฎา,Ratsada,83,01,04
8948,83010500,วิชิต,Wichit,83,01,05
8949,83010600,ฉลอง,Chalong,83,01,06
8950,83010700,ราไวย์,Rawai,83,01,07
8951,83010800,กะรน,Karon,83,01,08
8952,83020000,กะทู้,Kathu,83,02,00
8953,83020100,กะทู้,Kathu,83,02,01
8954,83020200,ป่าตอง,Pa Tong,83,02,02
8955,83020300,กมลา,Kamala,83,02,03
8956,83030000,ถลาง,Thalang,83,03,00
8957,83030100,เทพกระษัตรี,Thepkrasattri,83,03,01
8958,83030200,ศรีสุนทร,Sisunthon,83,03,02
8959,83030300,เชิงทะเล,Choeng Thale,83,03,03
8960,83030400,ป่าคลอก,Pa Khlok,83,03,04
8961,83030500,ไม้ขาว,Mai Khao,83,03,05
8962,83030600,สาคู,Sakhu,83,03,06
8964,84000000,สุราษฎร์ธานี,Surat Thani,84,00,00
8965,84010000,เมืองสุราษฎร์ธานี,Mueang Surat Thani,84,01,00
8966,84010100,ตลาด,Talat,84,01,01
8967,84010200,มะขามเตี้ย,Makham Tia,84,01,02
8968,84010300,วัดประดู่,Wat Pradu,84,01,03
8969,84010400,ขุนทะเล,Khun Thale,84,01,04
8970,84010500,บางใบไม้,Bang Baimai,84,01,05
8971,84010600,บางชนะ,Bang Chana,84,01,06
8972,84010700,คลองน้อย,Khlong Noi,84,01,07
8973,84010800,บางไทร,Bang Sai,84,01,08
8974,84010900,บางโพธิ์,Bang Pho,84,01,09
8975,84011000,บางกุ้ง,Bang Kung,84,01,10
8976,84011100,คลองฉนาก,Khlong Chanak,84,01,11
8977,84020000,กาญจนดิษฐ์,Kanchanadit,84,02,00
8978,84020100,ท่าทองใหม่,Tha Thong Mai,84,02,01
8979,84020200,ท่าทอง,Tha Thong,84,02,02
8980,84020300,กะแดะ,Kadae,84,02,03
8981,84020400,ทุ่งกง,Thung Kong,84,02,04
8982,84020500,กรูด,Krut,84,02,05
8983,84020600,ช้างซ้าย,Chang Sai,84,02,06
8984,84020700,พลายวาส,Phlai Wat,84,02,07
8985,84020800,ป่าร่อน,Pa Ron,84,02,08
8986,84020900,ตะเคียนทอง,Takhian Thong,84,02,09
8987,84021000,ช้างขวา,Chang Khwa,84,02,10
8988,84021100,ท่าอุแท,Tha Uthae,84,02,11
8989,84021200,ทุ่งรัง,Thung Rang,84,02,12
8990,84021300,คลองสระ,Khlong Sa,84,02,13
8991,84030000,ดอนสัก,Don Sak,84,03,00
8992,84030100,ดอนสัก,Don Sak,84,03,01
8993,84030200,ชลคราม,Chonlakhram,84,03,02
8994,84030300,ไชยคราม,Chai khram,84,03,03
8995,84030400,ปากแพรก,Pak Phraek,84,03,04
8996,84040000,เกาะสมุย,Ko Samui,84,04,00
8997,84040100,อ่างทอง,Ang Thong,84,04,01
8998,84040200,ลิปะน้อย,Lipa Noi,84,04,02
8999,84040300,ตลิ่งงาม,Taling Ngam,84,04,03
9000,84040400,หน้าเมือง,Na Mueang,84,04,04
9001,84040500,มะเร็ต,Maret,84,04,05
9002,84040600,บ่อผุด,Bo Phut,84,04,06
9003,84040700,แม่น้ำ,Maenam,84,04,07
9004,84050000,เกาะพะงัน,Ko Pha-ngan,84,05,00
9005,84050100,เกาะพะงัน,Ko Pha-ngan,84,05,01
9006,84050200,บ้านใต้,Ban Tai,84,05,02
9007,84050300,เกาะเต่า,Ko Tao,84,05,03
9008,84060000,ไชยา,Chaiya,84,06,00
9009,84060100,ตลาดไชยา,Talat Chaiya,84,06,01
9010,84060200,พุมเรียง,Phum Riang,84,06,02
9011,84060300,เลม็ด,Lamet,84,06,03
9012,84060400,เวียง,Wiang,84,06,04
9013,84060500,ทุ่ง,Thung,84,06,05
9014,84060600,ป่าเว,Pa We,84,06,06
9015,84060700,ตะกรบ,Takrop,84,06,07
9016,84060800,โมถ่าย,Mo Thai,84,06,08
9017,84060900,ปากหมาก,Pak Mak,84,06,09
9018,84070000,ท่าชนะ,Tha Chana,84,07,00
9019,84070100,ท่าชนะ,Tha Chana,84,07,01
9020,84070200,สมอทอง,Samo Thong,84,07,02
9021,84070300,ประสงค์,Prasong,84,07,03
9022,84070400,คันธุลี,Khan Thuli,84,07,04
9023,84070500,วัง,Wang,84,07,05
9024,84070600,คลองพา,Khlong Pha,84,07,06
9025,84080000,คีรีรัฐนิคม,Khiri Rat Nikhom,84,08,00
9026,84080100,ท่าขนอน,Tha Khanon,84,08,01
9027,84080200,บ้านยาง,Ban Yang,84,08,02
9028,84080300,น้ำหัก,Nam Hak,84,08,03
9031,84080600,กะเปา,Kapao,84,08,06
9032,84080700,ท่ากระดาน,Tha Kradan,84,08,07
9033,84080800,ย่านยาว,Yan Yao,84,08,08
9034,84080900,ถ้ำสิงขร,Tham Singkhon,84,08,09
9035,84081000,บ้านทำเนียบ,Ban Thamniap,84,08,10
9037,84090000,บ้านตาขุน,Ban Ta Khun,84,09,00
9038,84090100,เขาวง,Khao Wong,84,09,01
9039,84090200,พะแสง,Phasaeng,84,09,02
9040,84090300,พรุไทย,Phru Thai,84,09,03
9041,84090400,เขาพัง,Khao Phang,84,09,04
9043,84100000,พนม,Phanom,84,10,00
9044,84100100,พนม,Phanom,84,10,01
9045,84100200,ต้นยวน,Ton Yuan,84,10,02
9046,84100300,คลองศก,Khlong Sok,84,10,03
9047,84100400,พลูเถื่อน,Phlu Thuean,84,10,04
9048,84100500,พังกาญจน์,Phang Kan,84,10,05
9049,84100600,คลองชะอุ่น,Khlong Cha-un,84,10,06
9050,84110000,ท่าฉาง,Tha Chang,84,11,00
9051,84110100,ท่าฉาง,Tha Chang,84,11,01
9052,84110200,ท่าเคย,Tha Khoei,84,11,02
9053,84110300,คลองไทร,Khlong Sai,84,11,03
9054,84110400,เขาถ่าน,Khao Than,84,11,04
9055,84110500,เสวียด,Sawiat,84,11,05
9056,84110600,ปากฉลุย,Pak Chalui,84,11,06
9057,84120000,บ้านนาสาร,Ban Na San,84,12,00
9058,84120100,นาสาร,Na San,84,12,01
9059,84120200,พรุพี,Phru Phi,84,12,02
9060,84120300,ทุ่งเตา,Thung Tao,84,12,03
9061,84120400,ลำพูน,Lamphun,84,12,04
9062,84120500,ท่าชี,Tha Chi,84,12,05
9063,84120600,ควนศรี,Khuan Si,84,12,06
9064,84120700,ควนสุบรรณ,Khuan Suban,84,12,07
9065,84120800,คลองปราบ,Khlong Prap,84,12,08
9066,84120900,น้ำพุ,Namphu,84,12,09
9067,84121000,ทุ่งเตาใหม่,Thung Tao Mai,84,12,10
9068,84121100,เพิ่มพูนทรัพย์,Phoemphun Sap,84,12,11
9071,84130000,บ้านนาเดิม,Ban Na Doem,84,13,00
9072,84130100,บ้านนา,Ban Na,84,13,01
9073,84130200,ท่าเรือ,Tha Ruea,84,13,02
9074,84130300,ทรัพย์ทวี,Sap Thawi,84,13,03
9075,84130400,นาใต้,Na Tai,84,13,04
9076,84140000,เคียนซา,Khian Sa,84,14,00
9077,84140100,เคียนซา,Khian Sa,84,14,01
9078,84140200,พ่วงพรมคร,Phuang Phrom Khon,84,14,02
9079,84140300,เขาตอก,Khao Tok,84,14,03
9080,84140400,อรัญคามวารี,Aranyakham Wari,84,14,04
9081,84140500,บ้านเสด็จ,Ban Sadet,84,14,05
9082,84150000,เวียงสระ,Wiang Sa,84,15,00
9083,84150100,เวียงสระ,Wiang Sa,84,15,01
9084,84150200,บ้านส้อง,Ban Song,84,15,02
9085,84150300,คลองฉนวน,Khlong Chanuan,84,15,03
9086,84150400,ทุ่งหลวง,Thung Luang,84,15,04
9087,84150500,เขานิพันธ์,Khao Niphan,84,15,05
9088,84160000,พระแสง,Phrasaeng,84,16,00
9089,84160100,อิปัน,I-pan,84,16,01
9090,84160200,สินปุน,Sin Pun,84,16,02
9091,84160300,บางสวรรค์,Bang Sawan,84,16,03
9092,84160400,ไทรขึง,Sai Khueng,84,16,04
9093,84160500,สินเจริญ,Sin Charoen,84,16,05
9094,84160600,ไทรโสภา,Sai Sopha,84,16,06
9095,84160700,สาคู,Sakhu,84,16,07
9098,84170000,พุนพิน,Phunphin,84,17,00
9099,84170100,ท่าข้าม,Tha Kham,84,17,01
9100,84170200,ท่าสะท้อน,Tha Sathon,84,17,02
9101,84170300,ลีเล็ด,Lilet,84,17,03
9102,84170400,บางมะเดื่อ,Bang Maduea,84,17,04
9103,84170500,บางเดือน,Bang Duean,84,17,05
9104,84170600,ท่าโรงช้าง,Tha Rong Chang,84,17,06
9105,84170700,กรูด,Krut,84,17,07
9106,84170800,พุนพิน,Phunphin,84,17,08
9107,84170900,บางงอน,Bang Ngon,84,17,09
9108,84171000,ศรีวิชัย,Si Wichai,84,17,10
9109,84171100,น้ำรอบ,Nam Rop,84,17,11
9110,84171200,มะลวน,Maluan,84,17,12
9111,84171300,หัวเตย,Hua Toei,84,17,13
9112,84171400,หนองไทร,Nong Sai,84,17,14
9113,84171500,เขาหัวควาย,Khao Hua Khwai,84,17,15
9114,84171600,ตะปาน,Tapan,84,17,16
9116,84180000,ชัยบุรี,Chai Buri,84,18,00
9117,84180100,สองแพรก,Song Phraek,84,18,01
9118,84180200,ชัยบุรี,Chai Buri,84,18,02
9119,84180300,คลองน้อย,Khlong Noi,84,18,03
9120,84180400,ไทรทอง,Sai Thong,84,18,04
9121,84190000,วิภาวดี,Vibhavadi,84,19,00
9122,84190100,ตะกุกใต้,Takuk Tai,84,19,01
9123,84190200,ตะกุกเหนือ,Takuk Nuea,84,19,02
9126,85000000,ระนอง,Ranong,85,00,00
9127,85010000,เมืองระนอง,Mueang Ranong,85,01,00
9128,85010100,เขานิเวศน์,Khao Niwet,85,01,01
9129,85010200,ราชกรูด,Ratchakrut,85,01,02
9130,85010300,หงาว,Ngao,85,01,03
9131,85010400,บางริ้น,Bang Rin,85,01,04
9132,85010500,ปากน้ำ,Paknam,85,01,05
9133,85010600,บางนอน,Bang Non,85,01,06
9134,85010700,หาดส้มแป้น,Hat Som Paen,85,01,07
9135,85010800,ทรายแดง,Sai Daeng,85,01,08
9136,85010900,เกาะพยาม,Ko Phayam,85,01,09
9137,85020000,ละอุ่น,La-un,85,02,00
9138,85020100,ละอุ่นใต้,La-un Tai,85,02,01
9139,85020200,ละอุ่นเหนือ,La-un Nuea,85,02,02
9140,85020300,บางพระใต้,Bang Phra Tai,85,02,03
9141,85020400,บางพระเหนือ,Bang Phra Nuea,85,02,04
9142,85020500,บางแก้ว,Bang Kaeo,85,02,05
9143,85020600,ในวงเหนือ,Nai Wong Nuea,85,02,06
9144,85020700,ในวงใต้,Nai Wong Tai,85,02,07
9145,85030000,กะเปอร์,Kapoe,85,03,00
9146,85030100,ม่วงกลวง,Muang Kluang,85,03,01
9147,85030200,กะเปอร์,Kapoe,85,03,02
9148,85030300,เชี่ยวเหลียง,Chiao Liang,85,03,03
9149,85030400,บ้านนา,Ban Na,85,03,04
9150,85030500,บางหิน,Bang Hin,85,03,05
9153,85040000,กระบุรี,Kra Buri,85,04,00
9154,85040100,น้ำจืด,Nam Chuet,85,04,01
9155,85040200,น้ำจืดน้อย,Nam Chuet Noi,85,04,02
9156,85040300,มะมุ,Mamu,85,04,03
9157,85040400,ปากจั่น,Pak Chan,85,04,04
9158,85040500,ลำเลียง,Lamliang,85,04,05
9159,85040600,จ.ป.ร.,Choporo,85,04,06
9160,85040700,บางใหญ่,Bang Yai,85,04,07
9161,85050000,สุขสำราญ,Suk Samran,85,05,00
9162,85050100,นาคา,Nakha,85,05,01
9163,85050200,กำพวน,Kamphuan,85,05,02
9164,86000000,ชุมพร,Chumphon,86,00,00
9165,86010000,เมืองชุมพร,Mueang Chumphon,86,01,00
9166,86010100,ท่าตะเภา,Tha Taphao,86,01,01
9167,86010200,ปากน้ำ,Pak Nam,86,01,02
9168,86010300,ท่ายาง,Tha Yang,86,01,03
9169,86010400,บางหมาก,Bang Mak,86,01,04
9170,86010500,นาทุ่ง,Na Thung,86,01,05
9171,86010600,นาชะอัง,Na Cha-ang,86,01,06
9172,86010700,ตากแดด,Tak Daet,86,01,07
9173,86010800,บางลึก,Bang Luek,86,01,08
9174,86010900,หาดพันไกร,Hat Phan Krai,86,01,09
9175,86011000,วังไผ่,Wang Phai,86,01,10
9176,86011100,วังใหม่,Wang Mai,86,01,11
9177,86011200,บ้านนา,Ban Na,86,01,12
9178,86011300,ขุนกระทิง,Khun Krathing,86,01,13
9179,86011400,ทุ่งคา,Thung Kha,86,01,14
9180,86011500,วิสัยเหนือ,Wisai Nuea,86,01,15
9181,86011600,หาดทรายรี,Hat Sai Ri,86,01,16
9182,86011700,ถ้ำสิงห์,Tham Sing,86,01,17
9183,86020000,ท่าแซะ,Tha Sae,86,02,00
9184,86020100,ท่าแซะ,Tha Sae,86,02,01
9185,86020200,คุริง,Khuring,86,02,02
9186,86020300,สลุย,Salui,86,02,03
9187,86020400,นากระตาม,Na Kratam,86,02,04
9188,86020500,รับร่อ,Rap Ro,86,02,05
9189,86020600,ท่าข้าม,Tha Kham,86,02,06
9190,86020700,หงษ์เจริญ,Hong Charoen,86,02,07
9191,86020800,หินแก้ว,Hin Kaeo,86,02,08
9192,86020900,ทรัพย์อนันต์,Sap Anan,86,02,09
9193,86021000,สองพี่น้อง,Song Phi Nong,86,02,10
9194,86030000,ปะทิว,Pathio,86,03,00
9195,86030100,บางสน,Bang Son,86,03,01
9196,86030200,ทะเลทรัพย์,Thale Sap,86,03,02
9197,86030300,สะพลี,Saphli,86,03,03
9198,86030400,ชุมโค,Chum Kho,86,03,04
9199,86030500,ดอนยาง,Don Yang,86,03,05
9200,86030600,ปากคลอง,Pak Khlong,86,03,06
9201,86030700,เขาไชยราช,Khao Chai Rat,86,03,07
9202,86040000,หลังสวน,Lang Suan,86,04,00
9203,86040100,หลังสวน,Lang Suan,86,04,01
9204,86040200,ขันเงิน,Khan Ngoen,86,04,02
9205,86040300,ท่ามะพลา,Tha Maphla,86,04,03
9206,86040400,นาขา,Na Kha,86,04,04
9207,86040500,นาพญา,Na Phaya,86,04,05
9208,86040600,บ้านควน,Ban Khuan,86,04,06
9209,86040700,บางมะพร้าว,Bang Maphrao,86,04,07
9210,86040800,บางน้ำจืด,Bang Nam Chuet,86,04,08
9211,86040900,ปากน้ำ,Pak Nam,86,04,09
9212,86041000,พ้อแดง,Pho Daeng,86,04,10
9213,86041100,แหลมทราย,Laem Sai,86,04,11
9214,86041200,วังตะกอ,Wang Tako,86,04,12
9215,86041300,หาดยาย,Hat Yai,86,04,13
9216,86050000,ละแม,Lamae,86,05,00
9217,86050100,ละแม,Lamae,86,05,01
9218,86050200,ทุ่งหลวง,Thung Luang,86,05,02
9219,86050300,สวนแตง,Suan Taeng,86,05,03
9220,86050400,ทุ่งคาวัด,Thung Kha Wat,86,05,04
9221,86060000,พะโต๊ะ,Phato,86,06,00
9222,86060100,พะโต๊ะ,Phato,86,06,01
9223,86060200,ปากทรง,Pak Song,86,06,02
9224,86060300,ปังหวาน,Pang Wan,86,06,03
9225,86060400,พระรักษ์,Phra Rak,86,06,04
9226,86070000,สวี,Sawi,86,07,00
9227,86070100,นาโพธิ์,Na Pho,86,07,01
9228,86070200,สวี,Sawi,86,07,02
9229,86070300,ทุ่งระยะ,Thung Raya,86,07,03
9230,86070400,ท่าหิน,Tha Hin,86,07,04
9231,86070500,ปากแพรก,Pak Phraek,86,07,05
9232,86070600,ด่านสวี,Dan Sawi,86,07,06
9233,86070700,ครน,Khron,86,07,07
9234,86070800,วิสัยใต้,Wisai Tai,86,07,08
9235,86070900,นาสัก,Na Sak,86,07,09
