geo_id,geo_code,name,abbreviation,type_id
2083,county-55060000,ท่าวังผา,-,5
2084,county-55070000,เวียงสา,-,5
2085,county-55080000,ทุ่งช้าง,-,5
2086,county-55090000,เชียงกลาง,-,5
2087,county-55100000,นาหมื่น,-,5
2088,county-55110000,สันติสุข,-,5
2089,county-55120000,บ่อเกลือ,-,5
2090,county-55130000,สองแคว,-,5
2091,county-55140000,ภูเพียง,-,5
2092,county-55150000,เฉลิมพระเกียรติ,-,5
2093,county-56010000,เมืองพะเยา,-,5
2094,county-56020000,จุน,-,5
2095,county-56030000,เชียงคำ,-,5
2096,county-56040000,เชียงม่วน,-,5
2097,county-56050000,ดอกคำใต้,-,5
2098,county-56060000,ปง,-,5
2099,county-56070000,แม่ใจ,-,5
2100,county-56080000,ภูซาง,-,5
2101,county-56090000,ภูกามยาว,-,5
2102,county-57010000,เมืองเชียงราย,-,5
2103,county-57020000,เวียงชัย,-,5
2104,county-57030000,เชียงของ,-,5
2105,county-57040000,เทิง,-,5
2106,county-57050000,พาน,-,5
2107,county-57060000,ป่าแดด,-,5
2108,county-57070000,แม่จัน,-,5
2109,county-57080000,เชียงแสน,-,5
2110,county-57090000,แม่สาย,-,5
2111,county-57100000,แม่สรวย,-,5
2112,county-57110000,เวียงป่าเป้า,-,5
2113,county-57120000,พญาเม็งราย,-,5
2114,county-57130000,เวียงแก่น,-,5
2115,county-57140000,ขุนตาล,-,5
2116,county-57150000,แม่ฟ้าหลวง,-,5
2117,county-57160000,แม่ลาว,-,5
2118,county-57170000,เวียงเชียงรุ้ง,-,5
2119,county-57180000,ดอยหลวง,-,5
2120,county-58010000,เมืองแม่ฮ่องสอน,-,5
2121,county-58020000,ขุนยวม,-,5
2122,county-58030000,ปาย,-,5
