รหัสสำนักทะเบียน/อำเภอ,จังหวัด/สำนักทะเบียน/อำเภอ ภาษาไทย,จังหวัด/สำนักทะเบียน/อำเภอ ภาษาอังกฤษ,ปีเดือนวันที่จำหน่าย
7289,ท้องถิ่นเทศบาลตำบลบางปลาม้า,Bang Pla Ma Sub-district Municipality,0
7290,ท้องถิ่นเทศบาลตำบลโคกคราม,Khok Khram Sub-district Municipality,0
7291,ท้องถิ่นเทศบาลตำบลด่านช้าง,Dan Chang Sub-district Municipality,0
7292,ท้องถิ่นเทศบาลตำบลบ่อกรุ,Bo Kru Sub-district Municipality,0
7293,ท้องถิ่นเทศบาลตำบลนางบวช,Nang Buat Sub-district Municipality,0
7294,ท้องถิ่นเทศบาลตำบลเขาพระ,Khao Phra Sub-district Municipality,0
7295,ท้องถิ่นเทศบาลตำบลสวนแตง,Suan Taeng Sub-district Municipality,0
7296,ท้องถิ่นเทศบาลตำบลโพธิ์พระยา,Pho Phraya Sub-district Municipality,0
7297,ท้องถิ่นเทศบาลตำบลท่าเสด็จ,Tha Sadet Sub-district Municipality,0
7298,ท้องถิ่นเทศบาลเมืองสองพี่น้อง,Song Phi Nong Town Municipality,0
7299,ท้องถิ่นเทศบาลเมืองสุพรรณบุรี,Suphan Buri Town Municipality,0
7300,จังหวัดนครปฐม,Nakhon Pathom Province,0
7301,อำเภอเมืองนครปฐม,Mueang Nakhon Pathom District,0
7302,อำเภอกำแพงแสน,Kamphaeng Saen District,0
7303,อำเภอนครชัยศรี,Nakhon Chai Si District,0
7304,อำเภอดอนตูม,Don Tum District,0
7305,อำเภอบางเลน,Bang Len District,0
7306,อำเภอสามพราน,Sam Phran District,0
7307,อำเภอพุทธมณฑล,Phutthamonthon District,0
7380,ท้องถิ่นเทศบาลตำบลบ่อพลับ,Bo Phlap Sub-district Municipality,0
7381,ท้องถิ่นเทศบาลตำบลบางกระทึก,Bang Kra Thuek Sub-district Municipality,0
7382,ท้องถิ่นเทศบาลเมืองกระทุ่มล้ม,Krathum Lom Town Municipality,0
7383,ท้องถิ่นเทศบาลเมืองไร่ขิง,Rai Khing Town Municipality,0
7384,ท้องถิ่นเทศบาลตำบลคลองโยง,Khlong Yong Sub-district Municipality,0
7385,ท้องถิ่นเทศบาลตำบลศาลายา,Salaya Sub-district Municipality,0
7386,ท้องถิ่นเทศบาลตำบลอ้อมใหญ่,Om Yai Sub-district Municipality,0
7387,ท้องถิ่นเทศบาลเมืองสามพราน,Sam Phran Town Municipality,0
7388,ท้องถิ่นเทศบาลตำบลลำพญา,Lam Phaya Sub-district Municipality,0
7389,ท้องถิ่นเทศบาลตำบลรางกระทุ่ม,Rang Krathum Sub-district Municipality,0
7390,ท้องถิ่นเทศบาลตำบลบางหลวง,Bang Luang Sub-district Municipality,0
7391,ท้องถิ่นเทศบาลตำบลบางเลน,Bang Len Sub-district Municipality,0
7392,ท้องถิ่นเทศบาลตำบลสามง่าม,Samngam Sub-district Municipality,0
7393,ท้องถิ่นเทศบาลตำบลห้วยพลู,Huai Phlu Sub-district Municipality,0
7394,ท้องถิ่นเทศบาลตำบลนครชัยศรี,Nakhon Chai Si Sub-district Municipality,0
7395,ท้องถิ่นเทศบาลตำบลกำแพงแสน,Kamphaeng Saen Sub-district Municipality,0
7396,ท้องถิ่นเทศบาลตำบลโพรงมะเดื่อ,Phrong Maduea Sub-district Municipality,0
7397,ท้องถิ่นเทศบาลตำบลธรรมศาลา,Thamma Sala Sub-district Municipality,0
7398,ท้องถิ่นเทศบาลตำบลดอนยายหอม,Don Yai Hom Sub-district Municipality,0
7399,ท้องถิ่นเทศบาลนครนครปฐม,Nakhon Pathom City Municipality,0
7400,จังหวัดสมุทรสาคร,Samut Sakhon Province,0
7401,อำเภอเมืองสมุทรสาคร,Mueang Samut Sakhon District,0
7402,อำเภอกระทุ่มแบน,Krathum Baen District,0
7403,อำเภอบ้านแพ้ว,Ban Phaeo District,0
7491,ท้องถิ่นเทศบาลตำบลสวนหลวง,Suan Luang Sub-district Municipality,0
7492,ท้องถิ่นเทศบาลตำบลนาดี,Na Di Sub-district Municipality,0
7493,ท้องถิ่นเทศบาลตำบลหลักห้า,Lak Ha Sub-district Municipality,0
7494,ท้องถิ่นเทศบาลตำบลบ้านแพ้ว,Ban Phaeo Sub-district Municipality,0
7495,ท้องถิ่นเทศบาลตำบลเกษตรพัฒนา,Kaset Phatthana Sub-district Municipality,0
7496,ท้องถิ่นเทศบาลตำบลบางปลา,Bang Pla Sub-district Municipality,0
7497,ท้องถิ่นเทศบาลนครอ้อมน้อย,Om Noi City Municipality,0
7498,ท้องถิ่นเทศบาลเมืองกระทุ่มแบน,Krathum Baen Town Municipality,0
7499,ท้องถิ่นเทศบาลนครสมุทรสาคร,Samut Sakhon City Municipality,0
7500,จังหวัดสมุทรสงคราม,Samut Songkhram Province,0
7501,อำเภอเมืองสมุทรสงคราม,Mueang Samut Songkhram District,0
7502,อำเภอบางคนที,Bang Khonthi District,0
7503,อำเภออัมพวา,Amphawa District,0
7595,ท้องถิ่นเทศบาลตำบลเหมืองใหม่,Mueang Mai Sub-district Municipality,0
7596,ท้องถิ่นเทศบาลตำบลบางนกแขวก,Bang Nok Khwaek Sub-district Municipality,0
7597,ท้องถิ่นเทศบาลตำบลกระดังงา,Kradangnga Sub-district Municipality,0
7598,ท้องถิ่นเทศบาลตำบลอัมพวา,Amphawa Sub-district Municipality,0
7599,ท้องถิ่นเทศบาลเมืองสมุทรสงคราม,Samut Songkhram Town Municipality,0
7600,จังหวัดเพชรบุรี,Phetchaburi Province,0
7601,อำเภอเมืองเพชรบุรี,Mueang Phetchaburi District,0
7602,อำเภอเขาย้อย,Khao Yoi District,0
7603,อำเภอหนองหญ้าปล้อง,Nong Ya Plong District,0
7604,อำเภอชะอำ,Cha-am District,0
7605,อำเภอท่ายาง,Tha Yang District,0
7606,อำเภอบ้านลาด,Ban Lat District,0
7607,อำเภอบ้านแหลม,Ban Laem District,0
7608,อำเภอแก่งกระจาน,Kaeng Krachan District,0
7609,กิ่งอำเภอเขาลูกช้าง,Khao Lukchang Minor District,25550101
7688,ท้องถิ่นเทศบาลตำบลท่าแลง,Tha Laeng Sub-district Municipality,0
7689,ท้องถิ่นเทศบาลตำบลบ้านแหลม,Ban Laem Sub-district Municipality,0
7690,ท้องถิ่นเทศบาลตำบลบางตะบูน,Bang Tabun Sub-district Municipality,0
7691,ท้องถิ่นเทศบาลตำบลบ้านลาด,Ban Lat Sub-district Municipality,0
7692,ท้องถิ่นเทศบาลตำบลหนองจอก,Nong Chok Sub-district Municipality,0
7693,ท้องถิ่นเทศบาลตำบลท่ายาง,Tha Yang Sub-district Municipality,0
7694,ท้องถิ่นเทศบาลตำบลนายาง,Na Yang Sub-district Municipality,0
7695,ท้องถิ่นเทศบาลตำบลเขาย้อย,Khao Yoi Sub-district Municipality,0
7696,ท้องถิ่นเทศบาลตำบลหาดเจ้าสำราญ,Hat Chaosamran Sub-district Municipality,0
7697,ท้องถิ่นเทศบาลตำบลหัวสะพาน,Hua Saphan Sub-district Municipality,0
7698,ท้องถิ่นเทศบาลเมืองชะอำ,Cha-am Town Municipality,0
7699,ท้องถิ่นเทศบาลเมืองเพชรบุรี,Phetchaburi Town Municipality,0
7700,จังหวัดประจวบคีรีขันธ์,Prachuap Khiri Khan Province,0
7701,อำเภอเมืองประจวบคีรีขันธ์,Mueang Prachuap Khiri Khan District,0
7702,อำเภอกุยบุรี,Kui Buri District,0
7703,อำเภอทับสะแก,Thap Sakae District,0
7704,อำเภอบางสะพาน,Bang Saphan District,0
7705,อำเภอบางสะพานน้อย,Bang Saphan Noi District,0
7706,อำเภอปราณบุรี,Pran Buri District,0
7707,อำเภอหัวหิน,Hua Hin District,0
7708,อำเภอสามร้อยยอด,Sam Roi Yot District,0
7784,ท้องถิ่นเทศบาลตำบลเขาน้อย,Khao Noi Sub-district Municipality,0
7785,ท้องถิ่นเทศบาลตำบลไร่เก่า,Rai Kao Sub-district Municipality,0
7786,ท้องถิ่นเทศบาลตำบลหนองพลับ,Nong Phlap Sub-district Municipality,0
7787,ท้องถิ่นเทศบาลตำบลปากน้ำปราณ,Paknam Pran Sub-district Municipality,0
7788,ท้องถิ่นเทศบาลตำบลปราณบุรี,Pran Buri Sub-district Municipality,0
7789,ท้องถิ่นเทศบาลตำบลบางสะพานน้อย,Bang Saphan Noi Sub-district Municipality,0
7790,ท้องถิ่นเทศบาลตำบลร่อนทอง,Ronthong Sub-district Municipality,0
7791,ท้องถิ่นเทศบาลตำบลบ้านกรูด,Ban Krut Sub-district Municipality,0
7792,ท้องถิ่นเทศบาลตำบลกำเนิดนพคุณ,Kamnoet Nopphakhun Sub-district Municipality,0
7793,ท้องถิ่นเทศบาลตำบลทับสะแก,Thap Sakae Sub-district Municipality,0
7794,ท้องถิ่นเทศบาลตำบลไร่ใหม่,Rai Mai Sub-district Municipality,0
7795,ท้องถิ่นเทศบาลตำบลกุยบุรี,Kui Buri Sub-district Municipality,0
7796,ท้องถิ่นเทศบาลตำบลคลองวาฬ,Khlong Wan Sub-district Municipality,0
7797,ท้องถิ่นเทศบาลตำบล กม.5,Ko Mo 5 Sub-district Municipality,0
7798,ท้องถิ่นเทศบาลเมืองหัวหิน,Hua Hin Town Municipality,0
7799,ท้องถิ่นเทศบาลเมืองประจวบคีรีขันธ์,Prachuap Khiri Khan Town Municipality,0
8000,จังหวัดนครศรีธรรมราช,Nakhon Si Thammarat Province,0
8001,อำเภอเมืองนครศรีธรรมราช,Mueang Nakhon Si Thammarat District,0
8002,อำเภอพรหมคีรี,Phrom Khiri District,0
8003,อำเภอลานสกา,Lan Saka District,0
8004,อำเภอฉวาง,Chawang District,0
8005,อำเภอพิปูน,Phipun District,0
8006,อำเภอเชียรใหญ่,Chian Yai District,0
8007,อำเภอชะอวด,Cha-uat District,0
8008,อำเภอท่าศาลา,Tha Sala District,0
8009,อำเภอทุ่งสง,Thung Song District,0
8010,อำเภอนาบอน,Na Bon District,0
8011,อำเภอทุ่งใหญ่,Thung Yai District,0
8012,อำเภอปากพนัง,Pak Phanang District,0
8013,อำเภอร่อนพิบูลย์,Ron Phibun District,0
8014,อำเภอสิชล,Sichon District,0
8015,อำเภอขนอม,Khanom District,0
8016,อำเภอหัวไทร,Hua Sai District,0
8017,อำเภอบางขัน,Bang Khan District,0
8018,อำเภอถ้ำพรรณรา,Tham Phannara District,0
8019,อำเภอจุฬาภรณ์,Chulabhorn District,0
8020,อำเภอพระพรหม,Phra Phrom District,0
8021,อำเภอนบพิตำ,Nopphitam District,0
8022,อำเภอช้างกลาง,Chang Klang District,0
8023,อำเภอเฉลิมพระเกียรติ,Chaloem Phra Kiat District,0
8024,กิ่งอำเภอกะปาง,Kapang Minor District,25550101
8025,กิ่งอำเภอราษฎร์ภักดี,Rat Phakdi Minor District,25550101
8026,กิ่งอำเภอกลาย,Klai Minor District,25550101
8027,กิ่งอำเภอนาหลวง,Na Luang Minor District,25550101
8051,สาขาตำบลเสือหึง อำเภอเชียรใหญ่,Suea Hueng Branch Chian Yai District,25461231
8052,สาขาตำบลสวนหลวง,Suan Luang Branch,25550101
8053,สาขาตำบลหินตก อำเภอร่อนพิบูลย์,Hin Tok Branch Ron Phibun District,25550101
8054,สาขาตำบลควนชะลิก อำเภอหัวไทร,Khuan Chalik Branch Hua Sai District,25550101
8055,สาขาตำบลกะปาง อำเภอทุ่งสง,Kapang Branch Thung Song District,25550101
8070,ท้องถิ่นเทศบาลตำบลหน้าสตน,Na Saton Sub-Distric Municipality,0
8071,ท้องถิ่นเทศบาลตำบลเขาพระ,Khao Phra Sub-Distric Municipality,0
8072,ท้องถิ่นเทศบาลตำบลเกาะเพชร,Ko Phet Sub-Distric Municipality,0
8073,ท้องถิ่นเทศบาลตำบลทางพูน,Thang Phun Sub-Distric Municipality,0
8074,ท้องถิ่นเทศบาลตำบลที่วัง,Thi Wang Sub-district Municipality,0
8075,ท้องถิ่นเทศบาลตำบลท้องเนียน,Thong Nian Sub-Distric Municipality,0
8076,ท้องถิ่นเทศบาลตำบลหัวไทร,Hua Sai Sub-Distric Municipality,0
8077,ท้องถิ่นเทศบาลตำบลขนอม,Khanom Sub-Distric Municipality,0
8078,ท้องถิ่นเทศบาลตำบลสิชล,Sichon Sub-Distric Municipality,0
8079,ท้องถิ่นเทศบาลตำบลหินตก,Hin Tok Sub-Distric Municipality,0
8080,ท้องถิ่นเทศบาลตำบลร่อนพิบูลย์,Ron Phibun Sub-Distric Municipality,0
8081,ท้องถิ่นเทศบาลตำบลเขาชุมทอง,Khao Chum Thong Sub-district Municipality,0
8082,ท้องถิ่นเทศบาลตำบลท่ายาง,Tha Yang Sub-Distric Municipality,0
8083,ท้องถิ่นเทศบาลตำบลนาบอน,Na Bon Sub-district Municipality,0
8084,ท้องถิ่นเทศบาลตำบลท่าศาลา,Tha Sala Sub-district Municipality,0
8085,ท้องถิ่นเทศบาลตำบลชะอวด,Cha-uat Sub-district Municipality,0
8086,ท้องถิ่นเทศบาลตำบลเชียรใหญ่,Chian Yai Sub-district Municipality,0
8087,ท้องถิ่นเทศบาลตำบลพิปูน,Phipun Sub-Distric Municipality,0
8088,ท้องถิ่นเทศบาลตำบลไม้เรียง,Mai Riang Sub-Distric Municipality,0
8089,ท้องถิ่นเทศบาลตำบลฉวาง,Chawang Sub-Distric Municipality,0
8090,ท้องถิ่นเทศบาลตำบลจันดี,Chan Di Sub-Distric Municipality,0
8091,ท้องถิ่นเทศบาลตำบลลานสกา,Lan Saka Sub-Distric Municipality,0
8092,ท้องถิ่นเทศบาลตำบลพรหมโลก,Phrom Lok Sub-Distric Municipality,0
8093,ท้องถิ่นเทศบาลตำบลทอนหงส์,Thon Hong Sub-Distric Municipality,0
8094,ท้องถิ่นเทศบาลตำบลปากนคร,Pak Nakhon Sub-district Municipality,0
8095,ท้องถิ่นเทศบาลตำบลบางจาก,Bang Chak Sub-district Municipality,0
8096,ท้องถิ่นเทศบาลตำบลท่าแพ,Tha Phrae Sub-district Municipality,0
8097,ท้องถิ่นเทศบาลเมืองทุ่งสง,Thung Song Town Municipality,0
8098,ท้องถิ่นเทศบาลเมืองปากพนัง,Pak Phanang Town Municipality,0
8099,ท้องถิ่นเทศบาลนครนครศรีธรรมราช,Nakhon Si Thammarat City Municipality,0
8100,จังหวัดกระบี่,Krabi Province,0
8101,อำเภอเมืองกระบี่,Mueang Krabi District,0
8102,อำเภอเขาพนม,Khao Phanom District,0
8103,อำเภอเกาะลันตา,Ko Lanta District,0
8104,อำเภอคลองท่อม,Khlong Thom District,0
8105,อำเภออ่าวลึก,Ao Luek District,0
8106,อำเภอปลายพระยา,Plai Phraya District,0
8107,อำเภอลำทับ,Lam Thap District,0
8108,อำเภอเหนือคลอง,Nuea Khlong District,0
8189,ท้องถิ่นเทศบาลตำบลกระบี่น้อย,Krabinoi Sub-district Municipality,0
8190,ท้องถิ่นเทศบาลตำบลเหนือคลอง,Nuea Khlong Sub-district Municipality,0
8191,ท้องถิ่นเทศบาลตำบลลำทับ,Lam Thap Sub-district Municipality,0
8192,ท้องถิ่นเทศบาลตำบลปลายพระยา,Plai Phraya Sub-district Municipality,0
8193,ท้องถิ่นเทศบาลตำบลอ่าวลึกใต้,Ao Luek Tai Sub-district Municipality,0
8194,ท้องถิ่นเทศบาลตำบลแหลมสัก,Laem sak Sub-district Municipality,0
8195,ท้องถิ่นเทศบาลตำบลคลองพน,Khlong Phon Sub-district Municipality,0
8196,ท้องถิ่นเทศบาลตำบลคลองท่อมใต้,Khlong Thom Tai Sub-district Municipality,0
8197,ท้องถิ่นเทศบาลตำบลเกาะลันตาใหญ่,Ko Lanta Yai Sub-district Municipality,0
8198,ท้องถิ่นเทศบาลตำบลเขาพนม,Khao Phanom Sub-district Municipality,0
8199,ท้องถิ่นเทศบาลเมืองกระบี่,Krabi Town Municipality,0
8200,จังหวัดพังงา,Phangnga Province,0
8201,อำเภอเมืองพังงา,Mueng Phang-nga District,0
8202,อำเภอเกาะยาว,Ko Yao District,0
8203,อำเภอกะปง,Kapong District,0
8204,อำเภอตะกั่วทุ่ง,Takua Thung District,0
8205,อำเภอตะกั่วป่า,Takua Pa District,0
8206,อำเภอคุระบุรี,Khura Buri District,0
8207,อำเภอทับปุด,Thap Put District,0
8208,อำเภอท้ายเหมือง,Thai Mueang District,0
8209,กิ่งอำเภอโคกกลอย,Khok Kloi Minor District,25550101
8291,ท้องถิ่นเทศบาลตำบลท้ายเหมือง,Thai Mueang Sub-district Municipality,0
8292,ท้องถิ่นเทศบาลตำบลทับปุด,Thap Put Sub-district Municipality,0
8293,ท้องถิ่นเทศบาลตำบลคุระบุรี,Khura Buri Sub-district Municipality,0
8294,ท้องถิ่นเทศบาลตำบลโคกกลอย,Khok Kloi Sub-district Municipality,0
8295,ท้องถิ่นเทศบาลตำบลกระโสม,Kra Som Sub-district Municipality,0
8296,ท้องถิ่นเทศบาลตำบลท่านา,Tha Na Sub-district Municipality,0
8297,ท้องถิ่นเทศบาลตำบลเกาะยาว,Ko Yao Sub-district Municipality,25651116
8298,ท้องถิ่นเทศบาลเมืองตะกั่วป่า,Takua Pa Town Municipality,0
8299,ท้องถิ่นเทศบาลเมืองพังงา,Phangnga Town Municipality,0
8300,จังหวัดภูเก็ต,Phuket Province,0
8301,อำเภอเมืองภูเก็ต,Mueang Phuket District,0
8302,อำเภอกะทู้,Kathu District,0
8303,อำเภอถลาง,Thalang District,0
8391,ท้องถิ่นเทศบาลตำบลวิชิต,Wichit Sub-district Municipality,0
8392,ท้องถิ่นเทศบาลตำบลราไวย์,Ra Wai Sub-district Municipality,0
8393,ท้องถิ่นเทศบาลตำบลรัษฎา,Ratsada Sub-district Municipality,0
8394,ท้องถิ่นเทศบาลตำบลเทพกระษัตรี,Thep Krasattri Sub-district Municipality,0
8395,ท้องถิ่นเทศบาลตำบลเชิงทะเล,Choeng Thale Sub-district Municipality,0
8396,ท้องถิ่นเทศบาลเมืองกะทู้,Kathu Town Municipality,0
8397,ท้องถิ่นเทศบาลตำบลกะรน,Ka Ron Sub-district Municipality,0
8398,ท้องถิ่นเทศบาลเมืองป่าตอง,Pa Tong Town Municipality,0
8399,ท้องถิ่นเทศบาลนครภูเก็ต,Phuket City Municipality,0
8400,จังหวัดสุราษฎร์ธานี,Surat Thani Province,0
8401,อำเภอเมืองสุราษฎร์ธานี,Mueang Surat Thani District,0
8402,อำเภอกาญจนดิษฐ์,Kanchanadit District,0
8403,อำเภอดอนสัก,Don Sak District,0
8404,อำเภอเกาะสมุย,Ko Samui District,0
8405,อำเภอเกาะพะงัน,Ko Pha-ngan District,0
8406,อำเภอไชยา,Chaiya District,0
8407,อำเภอท่าชนะ,Tha Chana District,0
8408,อำเภอคีรีรัฐนิคม,Khiri Rat Nikhom District,0
8409,อำเภอบ้านตาขุน,Ban Ta Khun District,0
8410,อำเภอพนม,Phanom District,0
8411,อำเภอท่าฉาง,Tha Chang District,0
8412,อำเภอบ้านนาสาร,Ban Na San District,0
8413,อำเภอบ้านนาเดิม,Ban Na Doem District,0
8414,อำเภอเคียนซา,Khian Sa District,0
8415,อำเภอเวียงสระ,Wiang Sa District,0
8416,อำเภอพระแสง,Phrasaeng District,0
8417,อำเภอพุนพิน,Phunphin District,0
8418,อำเภอชัยบุรี,Chai Buri District,0
8419,อำเภอวิภาวดี,Vibhavadi District,0
8420,กิ่งอำเภอท่าโรงช้าง,Tha Rong Chang Minor District,25550101
8421,กิ่งอำเภอบางสวรรค์,Bang Sawan Minor District,25550101
8451,สาขาตำบลเกาะเต่า อำเภอเกาะพะงัน,Ko Tao Branch Ko Pha-ngan District,25550101
8471,ท้องถิ่นเทศบาลตำบลบ้านเสด็จ,Ban Sadat Sub-district Municipality,0
8472,ท้องถิ่นเทศบาลตำบลคลองชะอุ่น,Khlong Cha Un Sub-district Municipality,0
8473,ท้องถิ่นเทศบาลตำบลทุ่งหลวง,Thung Luang Sub-district Municipality,0
8474,ท้องถิ่นเทศบาลตำบลขุนทะเล,Khun Thale Sub-district Municipality,0
8475,ท้องถิ่นเทศบาลตำบลช้างซ้าย,Chang Sai Sub-district Municipality,0
8476,ท้องถิ่นเทศบาลตำบลเขานิพันธ์,Khao Niphan Sub-district Municipality,0
8477,ท้องถิ่นเทศบาลตำบลวัดประดู่,Wat Pradu Sub-district Municipality,0
8478,ท้องถิ่นเทศบาลตำบลบ้านส้อง,Ban Song Sub-district Municipality,0
8479,ท้องถิ่นเทศบาลตำบลย่านดินแดง,Yan Dindaeng Sub-district Municipality,0
8480,ท้องถิ่นเทศบาลตำบลบางสวรรค์,Bang Sawan Sub-district Municipality,0
8481,ท้องถิ่นเทศบาลตำบลเวียงสระ,Wiang Sa Sub-district Municipality,0
8482,ท้องถิ่นเทศบาลตำบลเคียนซา,Khian Sa Sub-district Municipality,0
8483,ท้องถิ่นเทศบาลตำบลบ้านนา,Ban Na Sub-district Municipality,0
8484,ท้องถิ่นเทศบาลตำบลท่าฉาง,Tha Chang Sub-district Municipality,0
8485,ท้องถิ่นเทศบาลตำบลพนม,Phanom Sub-district Municipality,0
8486,ท้องถิ่นเทศบาลตำบลบ้านตาขุน,Ban Ta Khun Sub-district Municipality,0
8487,ท้องถิ่นเทศบาลตำบลบ้านเชี่ยวหลาน,Ban Chiao Lan Sub-district Municipality,0
8488,ท้องถิ่นเทศบาลตำบลท่าขนอน,Tha Khanon Sub-district Municipality,0
8489,ท้องถิ่นเทศบาลตำบลท่าชนะ,Tha Chana Sub-district Municipality,0
8490,ท้องถิ่นเทศบาลตำบลพุมเรียง,Phumriang Sub-District  Municipality,0
8491,ท้องถิ่นเทศบาลตำบลตลาดไชยา,Talat Chaiya Sub-district Municipality,0
8492,ท้องถิ่นเทศบาลตำบลเกาะพะงัน,Ko Pha-ngan Sub-district Municipality,0
8493,ท้องถิ่นเทศบาลนครเกาะสมุย,Ko Samui City Municipality,0
8494,ท้องถิ่นเทศบาลเมืองดอนสัก,Don Sak Town Municipality,0
8495,ท้องถิ่นเทศบาลตำบลท่าทองใหม่,Tha Thong Mai Sub-district Municipality,0
8496,ท้องถิ่นเทศบาลตำบลกาญจนดิษฐ์,Kanchanadit Sub-district Municipality,0
8497,ท้องถิ่นเทศบาลเมืองท่าข้าม,Tha Kham Town Municipality,0
8498,ท้องถิ่นเทศบาลเมืองนาสาร,Na San Town Municipality,0
8499,ท้องถิ่นเทศบาลนครสุราษฎร์ธานี,Surat Thani City Municipality,0
8500,จังหวัดระนอง,Ranong Province,0
8501,อำเภอเมืองระนอง,Mueang Ranong District,0
8502,อำเภอละอุ่น,La-un District,0
8503,อำเภอกะเปอร์,Kapoe District,0
8504,อำเภอกระบุรี,Kra Buri District,0
8505,อำเภอสุขสำราญ,Suk Samran District,0
8593,ท้องถิ่นเทศบาลตำบลบางริ้น,Bang Rin Sub-district Municipality,25550101
8594,ท้องถิ่นเทศบาลตำบลน้ำจืด,Namchuet Sub-district Municipality,0
8595,ท้องถิ่นเทศบาลตำบลกะเปอร์,Kapoe Sub-district Municipality,0
8596,ท้องถิ่นเทศบาลตำบลละอุ่น,La-un Sub-district Municipality,0
8597,ท้องถิ่นเทศบาลตำบลหงาว,Ngao Sub-district Municipality,0
8598,ท้องถิ่นเทศบาลตำบลปากน้ำ,Paknam Sub-district Municipality,0
8599,ท้องถิ่นเทศบาลเมืองระนอง,Ranong Town Municipality,0
8600,จังหวัดชุมพร,Chumphon Province,0
8601,อำเภอเมืองชุมพร,Mueang Chumphon District,0
8602,อำเภอท่าแซะ,Tha Sae District,0
8603,อำเภอปะทิว,Pathio District,0
8604,อำเภอหลังสวน,Lang Suan District,0
8605,อำเภอละแม,Lamae District,0
8606,อำเภอพะโต๊ะ,Phato District,0
8607,อำเภอสวี,Sawi District,0
8608,อำเภอทุ่งตะโก,Thung Tako District,0
8685,ท้องถิ่นเทศบาลตำบลท่ายาง,Tha Yang Sub-district Municipality,0
8686,ท้องถิ่นเทศบาลตำบลปากตะโก,Pak Tako Sub-district Municipality,0
8687,ท้องถิ่นเทศบาลตำบลนาโพธิ์,Na Pho Sub-district Municipality,0
8688,ท้องถิ่นเทศบาลตำบลพะโต๊ะ,Phato Sub-district Municipality,0
8689,ท้องถิ่นเทศบาลตำบลละแม,Lamae Sub-district Municipality,0
8690,ท้องถิ่นเทศบาลตำบลปากน้ำหลังสวน,Paknam Lang Suan Sub-district Municipality,0
8691,ท้องถิ่นเทศบาลตำบลสะพลี,Sa phli Sub-district Municipality,0
8692,ท้องถิ่นเทศบาลตำบลมาบอำมฤต,Map Ammarit Sub-district Municipality,0
8693,ท้องถิ่นเทศบาลตำบลปะทิว,Pathio Sub-district Municipality,0
8694,ท้องถิ่นเทศบาลตำบลเนินสันติ,Noen Santi Sub-district Municipality,0
8695,ท้องถิ่นเทศบาลตำบลท่าแซะ,Tha Sae Sub-district Municipality,0
8696,ท้องถิ่นเทศบาลตำบลวังไผ่,Wang Phai Sub-district Municipality,0
8697,ท้องถิ่นเทศบาลตำบลปากน้ำชุมพร,Paknam Chumphon Sub-district Municipality,0
8698,ท้องถิ่นเทศบาลเมืองหลังสวน,Lang Suan Town Municipality,0
8699,ท้องถิ่นเทศบาลเมืองชุมพร,Chumphon Town Municipality,0
9000,จังหวัดสงขลา,Songkhla Province,0
9001,อำเภอเมืองสงขลา,Mueang Songkhla District,0
9002,อำเภอสทิงพระ,Sathing Phra District,0
9003,อำเภอจะนะ,Chana District,0
9004,อำเภอนาทวี,Na Thawi District,0
9005,อำเภอเทพา,Thepha District,0
9006,อำเภอสะบ้าย้อย,Saba Yoi District,0
9007,อำเภอระโนด,Ranot District,0
9008,อำเภอกระแสสินธุ์,Krasae Sin District,0
9009,อำเภอรัตภูมิ,Rattaphum District,0
9010,อำเภอสะเดา,Sadao District,0
9011,อำเภอหาดใหญ่,Hat Yai District,0
9012,อำเภอนาหม่อม,Na Mom District,0
9013,อำเภอควนเนียง,Khuan Niang District,0
9014,อำเภอบางกล่ำ,Bang Klam District,0
9015,อำเภอสิงหนคร,Singhanakhon District,0
9016,อำเภอคลองหอยโข่ง,Khlong Hoi Khong District,0
9017,กิ่งอำเภอศรีวิชัย,Si Wichai Minor District,25550101
9066,ท้องถิ่นเทศบาลเมืองทุ่งตำเสา,Thung Tamsao Town Municipality,0
9067,ท้องถิ่นเทศบาลตำบลโคกม่วง,Khok Muang Sub-district Municipality,0
9068,ท้องถิ่นเทศบาลตำบลทุ่งลาน,Thung Lan Sub-district Municipality,0
9069,ท้องถิ่นเทศบาลตำบลเกาะแต้ว,Ko Taeo Sub-district Municipality,0
9070,ท้องถิ่นเทศบาลตำบลคูเต่า,Khu Tao Sub District Municipality,0
9071,ท้องถิ่นเทศบาลตำบลท่าช้าง,Tha Chang Sub-district Municipality,0
9072,ท้องถิ่นเทศบาลตำบลน้ำน้อย,Nam Noi Sub-district Municipality,0
9073,ท้องถิ่นเทศบาลตำบลลำไพล,Lam Phlai Sub-district Municipality,0
9074,ท้องถิ่นเทศบาลตำบลบ้านไร่,Ban Rai Sub-district Municipality,0
9075,ท้องถิ่นเทศบาลตำบลพะวง,Phawong Sub-district Municipality,0
9076,ท้องถิ่นเทศบาลเมืองเขารูปช้าง,Khao Rup Chang Town Municipality,0
9077,ท้องถิ่นเทศบาลตำบลสำนักขาม,Samnak Kham Sub-district Municipality,0
9078,ท้องถิ่นเทศบาลเมืองคลองแห,Khlong Hae Town Municipality,0
9079,ท้องถิ่นเทศบาลเมืองควนลัง,Khuan Lang Town Municipality,0
9080,ท้องถิ่นเทศบาลเมืองคอหงส์,Kho Hong Town Municipality,0
9081,ท้องถิ่นเทศบาลเมืองสิงหนคร,Singhanakhon Town Municipality,0
