รหัสสำนักทะเบียน/อำเภอ,จังหวัด/สำนักทะเบียน/อำเภอ ภาษาไทย,จังหวัด/สำนักทะเบียน/อำเภอ ภาษาอังกฤษ,ปีเดือนวันที่จำหน่าย
5482,ท้องถิ่นเทศบาลตำบลแม่ลานนา,Mae Lanna Sub-district Municipality,0
5483,ท้องถิ่นเทศบาลตำบลแม่ปาน,Mae Pan Sub-district Municipality,0
5484,ท้องถิ่นเทศบาลตำบลเวียงต้า,Wiang Ta Sub-district Municipality,0
5485,ท้องถิ่นเทศบาลตำบลป่าแมต,Pa Maet Sub-district Municipality,0
5486,ท้องถิ่นเทศบาลตำบลแม่คำมี,Mae Khammi Sub-district Municipality,0
5487,ท้องถิ่นเทศบาลตำบลหนองม่วงไข่,Nong Muang Khai Sub-district Municipality,0
5488,ท้องถิ่นเทศบาลตำบลวังชิ้น,Wang Chin Sub-district Municipality,0
5489,ท้องถิ่นเทศบาลตำบลสอง,Song Sub-district Municipality,0
5490,ท้องถิ่นเทศบาลตำบลแม่จั๊วะ,Mae Chua Sub-district Municipality,0
5491,ท้องถิ่นเทศบาลตำบลเด่นชัย,Den Chai Sub-district Municipality,0
5492,ท้องถิ่นเทศบาลตำบลสูงเม่น,Sung Men Sub-district Municipality,0
5493,ท้องถิ่นเทศบาลตำบลห้วยอ้อ,Huai O Sub-district Municipality,0
5494,ท้องถิ่นเทศบาลตำบลบ้านปิน,Ban Pin Sub-district Municipality,0
5495,ท้องถิ่นเทศบาลตำบลร้องกวาง,Rong Kwang Sub-district Municipality,0
5496,ท้องถิ่นเทศบาลตำบลแม่หล่าย,Mae Lai Sub-district Municipality,0
5497,ท้องถิ่นเทศบาลตำบลทุ่งโฮ้ง,Thung Hong Sub-district Municipality,0
5498,ท้องถิ่นเทศบาลตำบลช่อแฮ,Cho Hae Sub-district Municipality,0
5499,ท้องถิ่นเทศบาลเมืองแพร่,Phrae Town Municipality,0
5500,จังหวัดน่าน,Nan Province,0
5501,อำเภอเมืองน่าน,Mueang Nan District,0
5502,อำเภอแม่จริม,Mae Charim District,0
5503,อำเภอบ้านหลวง,Ban Luang District,0
5504,อำเภอนาน้อย,Na Noi District,0
5505,อำเภอปัว,Pua District,0
5506,อำเภอท่าวังผา,Tha Wang Pha District,0
5507,อำเภอเวียงสา,Wiang Sa District,0
5508,อำเภอทุ่งช้าง,Thung Chang District,0
5509,อำเภอเชียงกลาง,Chiang Klang District,0
5510,อำเภอนาหมื่น,Na Muen District,0
5511,อำเภอสันติสุข,Santi Suk District,0
5512,อำเภอบ่อเกลือ,Bo Kluea District,0
5513,อำเภอสองแคว,Song Khwae District,0
5514,อำเภอภูเพียง,Phu Phiang District,0
5515,อำเภอเฉลิมพระเกียรติ,Chaloem Phra Kiat District,0
5591,ท้องถิ่นเทศบาลตำบลยอด,Yot Sub-district Municipality,25550101
5592,ท้องถิ่นเทศบาลตำบลเชียงกลาง,Chiang Klang Sub-district Municipality,0
5593,ท้องถิ่นเทศบาลตำบลทุ่งช้าง,Thung Chang Sub-district Municipality,0
5594,ท้องถิ่นเทศบาลตำบลเวียงสา,Wiang Sa Sub-district Municipality,0
5595,ท้องถิ่นเทศบาลตำบลท่าวังผา,Tha Wang Pha Sub-district Municipality,0
5596,ท้องถิ่นเทศบาลตำบลปัว,Pua Sub-district Municipality,0
5597,ท้องถิ่นเทศบาลตำบลนาน้อย,Na Noi Sub-district Municipality,0
5598,ท้องถิ่นเทศบาลตำบลหนองแดง,Nong Daeng Sub-district Municipality,25620130
5599,ท้องถิ่นเทศบาลเมืองน่าน,Nan Town Municipality,0
5600,จังหวัดพะเยา,Phayao Province,0
5601,อำเภอเมืองพะเยา,Mueang Phayao District,0
5602,อำเภอจุน,Chun District,0
5603,อำเภอเชียงคำ,Chiang Kham District,0
5604,อำเภอเชียงม่วน,Chiang Muan District,0
5605,อำเภอดอกคำใต้,Dok Khamtai District,0
5606,อำเภอปง,Pong District,0
5607,อำเภอแม่ใจ,Mae Chai District,0
5608,อำเภอภูซาง,Phu Sang District,0
5609,อำเภอภูกามยาว,Phu Kamyao District,0
5610,กิ่งอำเภอฟากกว๊าน,Fak Kwan Minor District,25550101
5677,ท้องถิ่นเทศบาลตำบลบ้านต๋อม,Ban Tom Sub-district Municipality,0
5678,ท้องถิ่นเทศบาลตำบลห้วยลาน,Huai Lan Sub-district Municipality,0
5679,ท้องถิ่นเทศบาลตำบลฝายกวาง,Fai Kwang Sub-district Municipality,0
5680,ท้องถิ่นเทศบาลตำบลเวียงลอ,Wiang Lo Sub-district Municipality,0
5681,ท้องถิ่นเทศบาลตำบลหงส์หิน,Hong Hin Sub-district Municipality,0
5682,ท้องถิ่นเทศบาลตำบลจุน,Chun Sub-district Municipality,0
5683,ท้องถิ่นเทศบาลตำบลบ้านเหล่า,Ban Lao Sub-district Municipality,0
5684,ท้องถิ่นเทศบาลตำบลแม่กา,Mae Ka Sub-district Municipality,0
5685,ท้องถิ่นเทศบาลตำบลแม่ปืม,Mae Puem Sub-district Municipality,0
5686,ท้องถิ่นเทศบาลตำบลบ้านต๊ำ,Ban Tam Sub-district Municipality,0
5687,ท้องถิ่นเทศบาลตำบลท่าวังทอง,Tha Wang Thong Sub-district Municipality,0
5688,ท้องถิ่นเทศบาลตำบลดงเจน,Dong ChenSub-district Municipality,0
5689,ท้องถิ่นเทศบาลตำบลสบบง,Sop Bong Sub-district Municipality,0
5690,ท้องถิ่นเทศบาลตำบลแม่ใจ,Mae Chai Sub-district Municipality,0
5691,ท้องถิ่นเทศบาลตำบลปง,Pong Sub-district Municipality,0
5692,ท้องถิ่นเทศบาลตำบลงิม,Ngim Sub-district Municipality,0
5693,ท้องถิ่นเทศบาลเมืองดอกคำใต้,Dok Khamtai Town Municipality,0
5694,ท้องถิ่นเทศบาลตำบลบ้านถ้ำ,Ban Tham Sub-district Municipality,0
5695,ท้องถิ่นเทศบาลตำบลเชียงม่วน,Chiang Muan Sub-district Municipality,0
5696,ท้องถิ่นเทศบาลตำบลเวียง,Wiang Sub-district Municipality,0
5697,ท้องถิ่นเทศบาลตำบลเชียงคำ,Chiang Kham Sub-district Municipality,0
5698,ท้องถิ่นเทศบาลตำบลห้วยข้าวก่ำ,Huai Khao Kam Sub-district Municipality,0
5699,ท้องถิ่นเทศบาลเมืองพะเยา,Phayao Town Municipality,0
5700,จังหวัดเชียงราย,Chiang Rai Province,0
5701,อำเภอเมืองเชียงราย,Mueang Chiang Rai District,0
5702,อำเภอเวียงชัย,Wiang Chai District,0
5703,อำเภอเชียงของ,Chiang Khong District,0
5704,อำเภอเทิง,Thoeng District,0
5705,อำเภอพาน,Phan District,0
5706,อำเภอป่าแดด,Pa Daet District,0
5707,อำเภอแม่จัน,Mae Chan District,0
5708,อำเภอเชียงแสน,Chiang Saen District,0
5709,อำเภอแม่สาย,Mae Sai District,0
5710,อำเภอแม่สรวย,Mae Suai District,0
5711,อำเภอเวียงป่าเป้า,Wiang Pa Pao District,0
5712,อำเภอพญาเม็งราย,Phaya Mengrai District,0
5713,อำเภอเวียงแก่น,Wiang Kaen District,0
5714,อำเภอขุนตาล,Khun Tan District,0
5715,อำเภอแม่ฟ้าหลวง,Mae Fa Luang District,0
5716,อำเภอแม่ลาว,Mae Lao District,0
5717,อำเภอเวียงเชียงรุ้ง,Wiang Chiang Rung District,0
5718,อำเภอดอยหลวง,Doi Luang District,0
5719,กิ่งอำเภอปล้อง,Plong Minor District,25550101
5720,กิ่งอำเภอนาแล,Na Lae Minor District,25550101
5721,กิ่งอำเภอดอยสัก,Doi Sak Minor District,25550101
5722,กิ่งอำเภอแม่อ้อ,Mae O Minor District,25550101
5723,กิ่งอำเภอวาวี,Wawi Minor District,25550101
5724,กิ่งอำเภอแม่ขะจาน,Mae Kha Chan Minor District,25550101
5764,ท้องถิ่นเทศบาลตำบลแม่ยาว,Mae Yao Sub-district Municipality,0
5765,ท้องถิ่นเทศบาลตำบลห้วยซ้อ,Huai So Sub-district Municipality,0
5766,ท้องถิ่นเทศบาลตำบลไม้ยา,Mai Ya Sub-district Municipality,0
5767,ท้องถิ่นเทศบาลตำบลครึ่ง,Khrueng Sub-district Municipality,0
5768,ท้องถิ่นเทศบาลตำบลป่าอ้อดอนชัย,Pa O Donchai Sub-district Municipality,0
5769,ท้องถิ่นเทศบาลตำบลยางฮอม,Yang Hom Sub-district Municipality,0
5770,ท้องถิ่นเทศบาลตำบลเวียง,Wiang Sub-district Municipality,0
5771,ท้องถิ่นเทศบาลตำบลนางแล,Nang Lae Sub-district Municipality,0
5772,ท้องถิ่นเทศบาลตำบลป่าซาง,Pa Sang Sub-district Municipality,0
5773,ท้องถิ่นเทศบาลตำบลเวียงพางคำ,Wiang Phang Kham Sub-district Municipality,0
5774,ท้องถิ่นเทศบาลตำบลบ้านดู่,Ban Du Sub-district Municipality,0
5775,ท้องถิ่นเทศบาลตำบลบ้านเหล่า,Ban Lao Sub-district Municipality,0
5776,ท้องถิ่นเทศบาลตำบลแม่ลาว,Mae Lao Sub-district Municipality,0
5777,ท้องถิ่นเทศบาลตำบลป่าก่อดำ,Pa Ko Dam Sub-district Municipality,0
5778,ท้องถิ่นเทศบาลตำบลบ้านต้า,Ban Ta Sub-district Municipality,0
